2026-08-17T18:41:40.156119945Z	INFO	agent	agent/main.go:54	Starting snapshot agent	{"node": "computeinstance-e00cb0qn9h8sqqwd9x", "restricted_namespace": "archvteams-2407-k301ud", "runtime": "containerd"}
2026-08-17T18:51:32.339532513Z	INFO	controller	executor/restore.go:83	Restore wall time from agent detection	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "d0427703a05703c01f31385ed74e8948dd88f9def1bd2261d77eaf29c932d962", "started_to_restore_complete": 6.229662791}
2026-08-17T18:51:32.339620006Z	INFO	controller	executor/restore.go:97	=== External restore completed ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "d0427703a05703c01f31385ed74e8948dd88f9def1bd2261d77eaf29c932d962", "restored_pid": 75, "placeholder_host_pid": 71334, "validation_duration": 0.000076723, "total_duration": 6.211127662}
2026-08-17T18:51:37.132321847Z	INFO	controller	controller/controller.go:498	Restore target detected, triggering external restore	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container": "main"}
2026-08-17T18:51:37.155613916Z	INFO	controller	executor/restore.go:50	=== Starting external restore ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "35db9071a85e580fc970c7066f7764eaeddc8bf1791492c64d19ee95e8aed2e4", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "pod": "qwen3-8b-restore", "namespace": "archvteams-2407-k301ud", "container": "main"}
2026-08-17T18:51:37.176196607Z	INFO	nsrestore	executor/nsrestore.go:36	Starting nsrestore workflow	{"checkpoint_path": "/checkpoints/qwen3-8b-k301ud-aio-v1/versions/1", "has_cuda_map": false, "cgroup_root": "/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod5622ecac_1d68_4238_84c1_3fd1ff1a8c03.slice/cri-containerd-35db9071a85e580fc970c7066f7764eaeddc8bf1791492c64d19ee95e8aed2e4.scope", "target_pod_ip_present": true}
2026-08-17T18:51:37.178132009Z	INFO	nsrestore	criu/inet_remap.go:94	Configured CRIU INET socket remap	{"source_pod_ip": "10.50.5.26", "target_pod_ip": "10.50.5.143", "remap_file": "/var/criu-work/snapshot-inet-remap-1932673449.map"}
2026-08-17T18:51:37.178171221Z	INFO	nsrestore	runtime/overlay.go:171	Applying rootfs diff	{"target": "/"}
2026-08-17T18:51:40.794784448Z	INFO	nsrestore	criu/restore.go:203	CRIU post-restore: process restored	{"pid": 74}
2026-08-17T18:51:43.286230368Z	INFO	controller	executor/restore.go:71	Restore timing summary	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "35db9071a85e580fc970c7066f7764eaeddc8bf1791492c64d19ee95e8aed2e4", "restore": {"duration":"6.113747889s","phases":{"criu_restore_duration":"3.642994658s","cuda_duration":"2.443178531s","host_inspect_duration":"5.617271ms","nsrestore_setup_duration":"21.957429ms"}}}
2026-08-17T18:51:43.286296237Z	INFO	controller	executor/restore.go:83	Restore wall time from agent detection	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "35db9071a85e580fc970c7066f7764eaeddc8bf1791492c64d19ee95e8aed2e4", "started_to_restore_complete": 6.153978607}
2026-08-17T18:51:43.286394533Z	INFO	controller	executor/restore.go:97	=== External restore completed ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "35db9071a85e580fc970c7066f7764eaeddc8bf1791492c64d19ee95e8aed2e4", "restored_pid": 74, "placeholder_host_pid": 71978, "validation_duration": 0.000087845, "total_duration": 6.130781915}
2026-08-17T18:51:47.162241679Z	INFO	controller	controller/controller.go:498	Restore target detected, triggering external restore	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container": "main"}
2026-08-17T18:51:47.189528481Z	INFO	controller	executor/restore.go:50	=== Starting external restore ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "d7b20436faef4375c656b6e490c2679e7addd8791361e6747812dd4f2ffc5137", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "pod": "qwen3-8b-restore", "namespace": "archvteams-2407-k301ud", "container": "main"}
2026-08-17T18:51:47.212249067Z	INFO	nsrestore	executor/nsrestore.go:36	Starting nsrestore workflow	{"checkpoint_path": "/checkpoints/qwen3-8b-k301ud-aio-v1/versions/1", "has_cuda_map": false, "cgroup_root": "/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podb8c84ebd_f653_403a_9270_51052b1aabc6.slice/cri-containerd-d7b20436faef4375c656b6e490c2679e7addd8791361e6747812dd4f2ffc5137.scope", "target_pod_ip_present": true}
2026-08-17T18:51:47.214007053Z	INFO	nsrestore	criu/inet_remap.go:94	Configured CRIU INET socket remap	{"source_pod_ip": "10.50.5.26", "target_pod_ip": "10.50.5.71", "remap_file": "/var/criu-work/snapshot-inet-remap-2248687501.map"}
2026-08-17T18:51:47.21405105Z	INFO	nsrestore	runtime/overlay.go:171	Applying rootfs diff	{"target": "/"}
2026-08-17T18:51:50.852518745Z	INFO	nsrestore	criu/restore.go:203	CRIU post-restore: process restored	{"pid": 75}
2026-08-17T18:51:53.377640596Z	INFO	controller	executor/restore.go:71	Restore timing summary	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "d7b20436faef4375c656b6e490c2679e7addd8791361e6747812dd4f2ffc5137", "restore": {"duration":"6.17133949s","phases":{"criu_restore_duration":"3.680900211s","cuda_duration":"2.461187049s","host_inspect_duration":"7.926011ms","nsrestore_setup_duration":"21.326219ms"}}}
2026-08-17T18:51:53.377702571Z	INFO	controller	executor/restore.go:83	Restore wall time from agent detection	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "d7b20436faef4375c656b6e490c2679e7addd8791361e6747812dd4f2ffc5137", "started_to_restore_complete": 6.215464479}
2026-08-17T18:51:53.377789879Z	INFO	controller	executor/restore.go:97	=== External restore completed ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "d7b20436faef4375c656b6e490c2679e7addd8791361e6747812dd4f2ffc5137", "restored_pid": 75, "placeholder_host_pid": 72777, "validation_duration": 0.00007634, "total_duration": 6.188261625}
2026-08-17T18:51:58.199851402Z	INFO	controller	controller/controller.go:498	Restore target detected, triggering external restore	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container": "main"}
2026-08-17T18:51:58.215746655Z	INFO	controller	executor/restore.go:50	=== Starting external restore ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "2b29875afa658ddba614e73a6f28f9dc99fbe04d6999d94cbae6a72209db70cd", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "pod": "qwen3-8b-restore", "namespace": "archvteams-2407-k301ud", "container": "main"}
2026-08-17T18:51:58.238508596Z	INFO	nsrestore	executor/nsrestore.go:36	Starting nsrestore workflow	{"checkpoint_path": "/checkpoints/qwen3-8b-k301ud-aio-v1/versions/1", "has_cuda_map": false, "cgroup_root": "/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-poda475ef80_217a_4819_a916_1b9ccb3b606e.slice/cri-containerd-2b29875afa658ddba614e73a6f28f9dc99fbe04d6999d94cbae6a72209db70cd.scope", "target_pod_ip_present": true}
2026-08-17T18:51:58.240599572Z	INFO	nsrestore	criu/inet_remap.go:94	Configured CRIU INET socket remap	{"source_pod_ip": "10.50.5.26", "target_pod_ip": "10.50.5.165", "remap_file": "/var/criu-work/snapshot-inet-remap-1961750350.map"}
2026-08-17T18:51:58.240639574Z	INFO	nsrestore	runtime/overlay.go:171	Applying rootfs diff	{"target": "/"}
2026-08-17T18:52:01.959564259Z	INFO	nsrestore	criu/restore.go:203	CRIU post-restore: process restored	{"pid": 80}
2026-08-17T18:52:04.49236946Z	INFO	controller	executor/restore.go:71	Restore timing summary	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "2b29875afa658ddba614e73a6f28f9dc99fbe04d6999d94cbae6a72209db70cd", "restore": {"duration":"6.259056702s","phases":{"criu_restore_duration":"3.733091231s","cuda_duration":"2.495660847s","host_inspect_duration":"7.14094ms","nsrestore_setup_duration":"23.163684ms"}}}
2026-08-17T18:52:04.492444145Z	INFO	controller	executor/restore.go:83	Restore wall time from agent detection	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "2b29875afa658ddba614e73a6f28f9dc99fbe04d6999d94cbae6a72209db70cd", "started_to_restore_complete": 6.292596626}
2026-08-17T18:52:04.492534713Z	INFO	controller	executor/restore.go:97	=== External restore completed ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "2b29875afa658ddba614e73a6f28f9dc99fbe04d6999d94cbae6a72209db70cd", "restored_pid": 80, "placeholder_host_pid": 73552, "validation_duration": 0.000080308, "total_duration": 6.276790346}
2026-08-17T18:52:09.197990486Z	INFO	controller	controller/controller.go:498	Restore target detected, triggering external restore	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container": "main"}
2026-08-17T18:52:09.213521183Z	INFO	controller	executor/restore.go:50	=== Starting external restore ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "7b92be56e480eaeada5a9fe7a80935233b43adbe7705748068dc87d38c926caa", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "pod": "qwen3-8b-restore", "namespace": "archvteams-2407-k301ud", "container": "main"}
2026-08-17T18:52:09.237033974Z	INFO	nsrestore	executor/nsrestore.go:36	Starting nsrestore workflow	{"checkpoint_path": "/checkpoints/qwen3-8b-k301ud-aio-v1/versions/1", "has_cuda_map": false, "cgroup_root": "/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod68761d85_dd25_497b_8732_90b334d378d1.slice/cri-containerd-7b92be56e480eaeada5a9fe7a80935233b43adbe7705748068dc87d38c926caa.scope", "target_pod_ip_present": true}
2026-08-17T18:52:09.239047962Z	INFO	nsrestore	criu/inet_remap.go:94	Configured CRIU INET socket remap	{"source_pod_ip": "10.50.5.26", "target_pod_ip": "10.50.5.109", "remap_file": "/var/criu-work/snapshot-inet-remap-1179496087.map"}
2026-08-17T18:52:09.239094556Z	INFO	nsrestore	runtime/overlay.go:171	Applying rootfs diff	{"target": "/"}
2026-08-17T18:52:12.927561503Z	INFO	nsrestore	criu/restore.go:203	CRIU post-restore: process restored	{"pid": 80}
2026-08-17T18:52:15.568914674Z	INFO	controller	executor/restore.go:71	Restore timing summary	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "7b92be56e480eaeada5a9fe7a80935233b43adbe7705748068dc87d38c926caa", "restore": {"duration":"6.33783071s","phases":{"criu_restore_duration":"3.722557415s","cuda_duration":"2.582815515s","host_inspect_duration":"7.932524ms","nsrestore_setup_duration":"24.525256ms"}}}
2026-08-17T18:52:15.568977149Z	INFO	controller	executor/restore.go:83	Restore wall time from agent detection	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "7b92be56e480eaeada5a9fe7a80935233b43adbe7705748068dc87d38c926caa", "started_to_restore_complete": 6.370990438}
2026-08-17T18:52:15.569086575Z	INFO	controller	executor/restore.go:97	=== External restore completed ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "7b92be56e480eaeada5a9fe7a80935233b43adbe7705748068dc87d38c926caa", "restored_pid": 80, "placeholder_host_pid": 74354, "validation_duration": 0.000098549, "total_duration": 6.355566415}
2026-08-17T18:52:20.225224238Z	INFO	controller	controller/controller.go:498	Restore target detected, triggering external restore	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container": "main"}
2026-08-17T18:52:20.242841392Z	INFO	controller	executor/restore.go:50	=== Starting external restore ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "4fcb9ad22828526b731878ab19ae2de632587ce3c0c275c20750679905cf52fa", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "pod": "qwen3-8b-restore", "namespace": "archvteams-2407-k301ud", "container": "main"}
2026-08-17T18:52:20.26373329Z	INFO	nsrestore	executor/nsrestore.go:36	Starting nsrestore workflow	{"checkpoint_path": "/checkpoints/qwen3-8b-k301ud-aio-v1/versions/1", "has_cuda_map": false, "cgroup_root": "/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod3e66700b_a279_4e2d_8f2a_2196d5aa49e3.slice/cri-containerd-4fcb9ad22828526b731878ab19ae2de632587ce3c0c275c20750679905cf52fa.scope", "target_pod_ip_present": true}
2026-08-17T18:52:20.265931827Z	INFO	nsrestore	criu/inet_remap.go:94	Configured CRIU INET socket remap	{"source_pod_ip": "10.50.5.26", "target_pod_ip": "10.50.5.127", "remap_file": "/var/criu-work/snapshot-inet-remap-3921970832.map"}
2026-08-17T18:52:20.265969246Z	INFO	nsrestore	runtime/overlay.go:171	Applying rootfs diff	{"target": "/"}
2026-08-17T18:52:23.917391369Z	INFO	nsrestore	criu/restore.go:203	CRIU post-restore: process restored	{"pid": 80}
2026-08-17T18:52:26.490863756Z	INFO	controller	executor/restore.go:71	Restore timing summary	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "4fcb9ad22828526b731878ab19ae2de632587ce3c0c275c20750679905cf52fa", "restore": {"duration":"6.230900508s","phases":{"criu_restore_duration":"3.680078958s","cuda_duration":"2.520404222s","host_inspect_duration":"5.7278ms","nsrestore_setup_duration":"24.689528ms"}}}
2026-08-17T18:52:26.490940399Z	INFO	controller	executor/restore.go:83	Restore wall time from agent detection	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "4fcb9ad22828526b731878ab19ae2de632587ce3c0c275c20750679905cf52fa", "started_to_restore_complete": 6.26571712}
2026-08-17T18:52:26.491035082Z	INFO	controller	executor/restore.go:97	=== External restore completed ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "4fcb9ad22828526b731878ab19ae2de632587ce3c0c275c20750679905cf52fa", "restored_pid": 80, "placeholder_host_pid": 75150, "validation_duration": 0.000080836, "total_duration": 6.248191823}
2026-08-17T18:52:31.250284637Z	INFO	controller	controller/controller.go:498	Restore target detected, triggering external restore	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container": "main"}
2026-08-17T18:52:31.267605101Z	INFO	controller	executor/restore.go:50	=== Starting external restore ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "a52cf423ba2f006134ed180e4bd7068939ab2306aa69dd31595e38a8df2d00a8", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "pod": "qwen3-8b-restore", "namespace": "archvteams-2407-k301ud", "container": "main"}
2026-08-17T18:52:31.289133312Z	INFO	nsrestore	executor/nsrestore.go:36	Starting nsrestore workflow	{"checkpoint_path": "/checkpoints/qwen3-8b-k301ud-aio-v1/versions/1", "has_cuda_map": false, "cgroup_root": "/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfb52284f_3b0f_460c_9c7e_22e72baa0780.slice/cri-containerd-a52cf423ba2f006134ed180e4bd7068939ab2306aa69dd31595e38a8df2d00a8.scope", "target_pod_ip_present": true}
2026-08-17T18:52:31.291406339Z	INFO	nsrestore	criu/inet_remap.go:94	Configured CRIU INET socket remap	{"source_pod_ip": "10.50.5.26", "target_pod_ip": "10.50.5.184", "remap_file": "/var/criu-work/snapshot-inet-remap-1044732784.map"}
2026-08-17T18:52:31.291459822Z	INFO	nsrestore	runtime/overlay.go:171	Applying rootfs diff	{"target": "/"}
2026-08-17T18:52:34.938405674Z	INFO	nsrestore	criu/restore.go:203	CRIU post-restore: process restored	{"pid": 81}
2026-08-17T18:52:37.484922519Z	INFO	controller	executor/restore.go:71	Restore timing summary	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "a52cf423ba2f006134ed180e4bd7068939ab2306aa69dd31595e38a8df2d00a8", "restore": {"duration":"6.199954284s","phases":{"criu_restore_duration":"3.682672845s","cuda_duration":"2.488532407s","host_inspect_duration":"5.982906ms","nsrestore_setup_duration":"22.766126ms"}}}
2026-08-17T18:52:37.484993837Z	INFO	controller	executor/restore.go:83	Restore wall time from agent detection	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "a52cf423ba2f006134ed180e4bd7068939ab2306aa69dd31595e38a8df2d00a8", "started_to_restore_complete": 6.234713095}
2026-08-17T18:52:37.485087779Z	INFO	controller	executor/restore.go:97	=== External restore completed ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "a52cf423ba2f006134ed180e4bd7068939ab2306aa69dd31595e38a8df2d00a8", "restored_pid": 81, "placeholder_host_pid": 76205, "validation_duration": 0.000082416, "total_duration": 6.217484468}
2026-08-17T18:52:42.272500725Z	INFO	controller	controller/controller.go:498	Restore target detected, triggering external restore	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container": "main"}
2026-08-17T18:52:42.292119852Z	INFO	controller	executor/restore.go:50	=== Starting external restore ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "da3a91021e98ac6fa85ca2b8cf133cc462140af16a106a21b9aaa7e7c133234d", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "pod": "qwen3-8b-restore", "namespace": "archvteams-2407-k301ud", "container": "main"}
2026-08-17T18:52:42.3135884Z	INFO	nsrestore	executor/nsrestore.go:36	Starting nsrestore workflow	{"checkpoint_path": "/checkpoints/qwen3-8b-k301ud-aio-v1/versions/1", "has_cuda_map": false, "cgroup_root": "/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod0c8b59db_f92e_4450_a70d_46ec91563692.slice/cri-containerd-da3a91021e98ac6fa85ca2b8cf133cc462140af16a106a21b9aaa7e7c133234d.scope", "target_pod_ip_present": true}
2026-08-17T18:52:42.315911987Z	INFO	nsrestore	criu/inet_remap.go:94	Configured CRIU INET socket remap	{"source_pod_ip": "10.50.5.26", "target_pod_ip": "10.50.5.180", "remap_file": "/var/criu-work/snapshot-inet-remap-2272394186.map"}
2026-08-17T18:52:42.315961296Z	INFO	nsrestore	runtime/overlay.go:171	Applying rootfs diff	{"target": "/"}
2026-08-17T18:52:46.039530866Z	INFO	nsrestore	criu/restore.go:203	CRIU post-restore: process restored	{"pid": 83}
2026-08-17T18:52:48.593026815Z	INFO	controller	executor/restore.go:71	Restore timing summary	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "da3a91021e98ac6fa85ca2b8cf133cc462140af16a106a21b9aaa7e7c133234d", "restore": {"duration":"6.28372156s","phases":{"criu_restore_duration":"3.753326636s","cuda_duration":"2.498147216s","host_inspect_duration":"6.194028ms","nsrestore_setup_duration":"26.05368ms"}}}
2026-08-17T18:52:48.59308965Z	INFO	controller	executor/restore.go:83	Restore wall time from agent detection	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "da3a91021e98ac6fa85ca2b8cf133cc462140af16a106a21b9aaa7e7c133234d", "started_to_restore_complete": 6.320592872}
2026-08-17T18:52:48.593191472Z	INFO	controller	executor/restore.go:97	=== External restore completed ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "da3a91021e98ac6fa85ca2b8cf133cc462140af16a106a21b9aaa7e7c133234d", "restored_pid": 83, "placeholder_host_pid": 76997, "validation_duration": 0.000090955, "total_duration": 6.301072779}
2026-08-17T18:52:53.300188546Z	INFO	controller	controller/controller.go:498	Restore target detected, triggering external restore	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container": "main"}
2026-08-17T18:52:53.314902282Z	INFO	controller	executor/restore.go:50	=== Starting external restore ===	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "16774534c79e8761cafdb5814bd2be19a0841b8f80291889501d57a94a883e18", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "pod": "qwen3-8b-restore", "namespace": "archvteams-2407-k301ud", "container": "main"}
2026-08-17T18:52:53.336953361Z	INFO	nsrestore	executor/nsrestore.go:36	Starting nsrestore workflow	{"checkpoint_path": "/checkpoints/qwen3-8b-k301ud-aio-v1/versions/1", "has_cuda_map": false, "cgroup_root": "/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod2aff50c8_2d68_45d9_81f3_eb081fa88117.slice/cri-containerd-16774534c79e8761cafdb5814bd2be19a0841b8f80291889501d57a94a883e18.scope", "target_pod_ip_present": true}
2026-08-17T18:52:53.339222629Z	INFO	nsrestore	criu/inet_remap.go:94	Configured CRIU INET socket remap	{"source_pod_ip": "10.50.5.26", "target_pod_ip": "10.50.5.226", "remap_file": "/var/criu-work/snapshot-inet-remap-4137105064.map"}
2026-08-17T18:52:53.339287821Z	INFO	nsrestore	runtime/overlay.go:171	Applying rootfs diff	{"target": "/"}
2026-08-17T18:52:56.986269476Z	INFO	nsrestore	criu/restore.go:203	CRIU post-restore: process restored	{"pid": 80}
2026-08-17T18:52:59.537485892Z	INFO	controller	executor/restore.go:71	Restore timing summary	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "16774534c79e8761cafdb5814bd2be19a0841b8f80291889501d57a94a883e18", "restore": {"duration":"6.205010249s","phases":{"criu_restore_duration":"3.660826826s","cuda_duration":"2.51493099s","host_inspect_duration":"6.300967ms","nsrestore_setup_duration":"22.951466ms"}}}
2026-08-17T18:52:59.537552419Z	INFO	controller	executor/restore.go:83	Restore wall time from agent detection	{"pod": "archvteams-2407-k301ud/qwen3-8b-restore", "checkpoint_id": "qwen3-8b-k301ud-aio-v1", "container_id": "16774534c79e8761cafdb5814bd2be19a0841b8f80291889501d57a94a883e18", "started_to_restore_complete": 6.237367754}
